content,brand,model,score,sentiment_original,neg,neu,pos,compound,sentiment_vader
14 lat na androidzie teraz kolej na iOS. Oczywiście polecam wszystkim niezdecydowanym.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Przerzuciłem się z androida i wiem już, że ten telefon zostanie ze mną na bardzo długo.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Bardzo poręczny, można obsługiwać jedną dłonią co ważne dla osób mających małe dłonie",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Są oczywiście nowsze modele iphone ale temu nic nie brakuje i jest wart swojej ceny.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jak na tydzień użytkowania póki co bez zarzutu- śmiga w porównaniu do Samsunga Galaxy,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt wiadomo bardzo dobry obsługa ze strony Neonetu jak najbardziej profesjonalna.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Jakość sama w sobie. Apple mogło by pomyśleć o większej pojemności baterii 
Reszta 👌",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.679,0.321,0.7297,P
Telefon powystawowy jak nowy. Bateria 100% + ładowarka od sprzedawcy. Wszystko super,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.738,0.262,0.5994,P
Najszybszy i najładniejszy telefon jaki widziałem. Zdjęcia robi niesamowite. Polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
To już mój kolejny iPhone i nie wyobrażam sobie przejścia na inną markę.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"IPhone ma swój styl i swoją rangę tam wszystko jest dopracowane nic dodać, nic ująć",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Użytkownik bardzo zadowolony. Śliczny zgrabny telefon, śmiga z prędkością światła.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Nie licząc ceny i baterii telefon bardzo fajny przrskoktz6s przyznam duży ale wart,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Aparat kozak, robi takie zdjęcia że appki do retuszu nie dają rady ich udźwignąć",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Świetny kolor. Pasuje mi w nim wszystko nic się nie dzieje używany Ok 1 miesiąca,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.864,0.136,0.296,P
"Wykonanie, wydajność, rozmiar. Przypominają się najlepsze lata Apple za S. Jobsa.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Po przesiadce z IP7 jest duża różnica. Aparat, ekran (wielkość, jakość). Polecam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.247,0.753,0.0,-0.5574,N
Kolejny udany zakup od XKOM. Wszystko w najlepszym porządku - szybko i pewnie.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Iphone jak Iphone, trudno się do czegoś przyczepić. Jak dla mnie jest idealny.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Jakość zdjęć perfekcyjna.Dziala bez zarzutów,najlepszy tel jaki dotąd mialam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"IMHO, najlepszy model teraz i w sensownej cenie. 13 powinna zmienić nazwę 🙃",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"""Świeżynka""... Jeszcze nie wiem, ale parametry i wygląd... zapierają dech :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.769,0.231,0.4588,P
"Najlepszy telefon, prostota, zdjęcia-bajka, dźwięk no i ten eko system Apple",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.18,0.82,0.0,-0.296,N
"Fantastyczny telefon, jakość zdjęć, bateria, wyświetlacz, wszystko świetnie.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Wykonanie - klasa sama w sobie, ale ergonomia pozostawia wiele do życzenia",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Telefon mega, polecam, piękny kobiecy kolor, wielkość super ;D kupujcie ;D",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.472,0.528,0.8388,P
"Telefon w eleganckiej formie ,i pięknym odcieniu.Jakość wykonania 10/10🙂",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.803,0.197,0.4033,P
"Wzięłam kolor granatowy, cudnowy. Szybki bateria również super trzyma :D",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.502,0.498,0.8374,P
"Jakość wykonania na najwyższym poziomie, cena też na najwyższym poziomie.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"na razie trudno powiedzieć gdyż za krótko używam , na tą chwilę jest ok",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.855,0.145,0.296,P
Wygodny w użytkowaniu z pięknymi czerniami dzięki wyświetlaczowi AMOLED,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Polecam telefon! Jest mega wygodny! Wychodzą piękne zdjęcia,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Po 6s którego miałam ponad 4lata to następny😊
iPhone i tylko iPhone💛",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.125,0.521,0.354,0.765,P
"Telefon idealny, chodzi płynnie, zdjęcia robi niesamowite po prostu😍",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.205,0.625,0.17,-0.1531,N
"Rewelacja, aparat i samo działanie telefonu jest na wysokim poziomie.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jestem zachwycona. Jest to najlepszy iPhone jaki do tej pory miałam.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt jak to Iphone sklep nie ma nic związane z jakością telefonu.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Tego produktu chyba nie potrzeba oceniać Marka mówi sama za siebie,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Wszystko ok, bez uwag. Szybko, oryginalne opakowanie, nowy produkt",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Żona zadowolona z prezentu. Otrzymała niedawno i uczy się obsługi.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Telefon rewelacja ładny szybki no i iphone polecam niezdecydowanym,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.216,0.784,0.0,-0.296,N
"Bardzo dobry produkt, bardzo szybki i I z ledwością siedzi w ręce",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Małe gabaryty,stosunkowo duży wyświetlacz.Tego szukałem.Jest OK.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Wykonanie. Szybkość. Design. System. Aparat. Funkcje. Perfekcja.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Bardzo przyzwoity telefon w dobrej cenie. Gorąco polecam zakup.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jakość jak u Apple czyli jakoś to będzie☺. Towar zgodny z opisem,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.812,0.188,0.4588,P
Nie trzeba reklamować. Taki chciałam i wiem co kupuję,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
iPhone - kolejny już zakup flagowego modelu Apple i na pewno nie ostatni.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Super telefon. dobrze pracuje. 
dopomogaje w pracy i podrożach",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.672,0.328,0.5994,P
"Urządzenie OK a głośniki super , całkiem przyzwoita bateria 👍",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.568,0.432,0.7804,P
Bardzo dobry telefon  z fajnym aparatem i bardzo dobrą baterią,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Dużo fajnych i przydatnych funkcji, lekki, wygodny w trzymaniu",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Polecam super sklep towar zgodny z opisem przesyłka ekspresowa,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.672,0.328,0.5994,P
"Gwiazdy daje za wygląd telefonu, niestety ja go nie użytkuję.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Wszystko ok, nowy, fabrycznie zapakowany telefon. Polecam! 👍",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
iPhone to iPhone. Od 10 lat używam i nigdy się nie zawiodłam.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Przesiadając się z androida trzeba się przyzwyczaić. Jest ok.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Bardzo fajny telefon - i cena jak za nowy iphone akceptowalna,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Wszystko tak jak powinno być. Nie żadna chińszczyzna. Polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Mam ten produkt drugi raz. Polecam każdemu 100% zadowolenia,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt ok . Nie fart ze wifi nie działa . Od razu serwis .,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.855,0.145,0.296,P
"Super jakość, bardzo łatwa migracja danych. Mały, ale wariat",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.672,0.328,0.5994,P
"co tu pisać, iPhone to iPhone :) szybki niezawodny fajny :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.6,0.4,0.7184,P
Jakość produktów iPhone niezmiennie na wysokim poziomie.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"bardzo dobry telefon, wystarczający do codziennego użytku",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Majac 11pro roznica jest znikoma a bateria trzyma krocej.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Iphone jest najlepszych sprzetem jaki dotychczas uzywalam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Ja się pytam.... skąd opinie jak telefon jeszcze nie jest w sprzedaży? 
Ceneo?! Jaja jakieś sobie robicie?",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Polecam, dobrze leży w ręce, żona woli go od 12 PRO MAX.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Najlepszy telefon pod słońcem. Upgrade z iPhona 8. Mega!,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
produkt zgodny z moimi oczekiwaniami i z opisem POLECAM.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super telefon malutki i funkcjonalny robi piękne zdjęcia,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.642,0.358,0.5994,P
Ładny i funkcjonalny . Bardzo jestem z niego zadowolona,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Nic dodać nic ująć, nie czuje żadnego przeskoku od xsa.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Telefon użytkowany od 2 dni, poki co wszystko na plus :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.769,0.231,0.4588,P
"Mam od 1 dnia, ale na razie wszystko super:))",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.672,0.328,0.5994,P
"Telefon znakomity, bateria długo trzyma, zdjęcia piękne",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"cudeńko, najlepszy z iphonów, jakie do tej pory miałam",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Best job Apple did with the phones so far - recommended,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.59,0.41,0.7402,P
"Nie wiem, nie dostałam jeszcze. Mam nadzieję, że na 5.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super zdjecia i wiele innych zalet. Porzadny telefon.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.642,0.358,0.5994,P
"Poręczny, świetne aparaty, biały jest bardzo ładny :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.7,0.3,0.4588,P
"produkt bardzo dobry, bez wad, wszystko super polecam",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.642,0.358,0.5994,P
Znakomita jakość wykonania oraz niezawodność produktu,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Świetny telefon, oryginalnie zapakowany. Wszystko ok.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super jakość bateria spokojnie wytrzymuje cały dzień,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.606,0.394,0.5994,P
Telefon bez zarzutów. Świetne aparaty i piękny kolor,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Świetny telefon , najlepszy jaki kiedykolwiek miałam",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jak na razie nie można się do niczego przyczepić ;),Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.826,0.174,0.2263,P
"Bardo ładny i funkcjonalny telefon, idealny kolor,",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Byłem do produktu przekonany i dlatego go wybrałem.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Pod każdym względem lepszy od poprzedniego IPhone 6,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Tu nic dodawać nie trzeba. Płacisz i wiesz za co.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt spełnił w 100 procentach moje oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
W tej cenie nie ma lepszego kompaktowego telefonu.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Fantastyczny telefon, szybka i sprawna obsługa :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.667,0.333,0.4588,P
"Bardzo zgrabny telefon, w sam raz do kobiecej ręki",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
super produkt troche drogi ale mysle ze warty ceny,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.672,0.328,0.5994,P
"super ,  cena do możliwości i szybkości działania",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.642,0.358,0.5994,P
Iphone to iphone 😉 nie ma lepszej marki na rynku,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
iPhone is always a 5 star value for iPhone lovers,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.58,0.42,0.7003,P
"Super telefon, szybki troszkę drogi ale to norma",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.642,0.358,0.5994,P
Świetny oryginalny produkt w rewelacyjnej cenie.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
To kolejny mój iPhone o jak zawsze rewelacyjny!,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
bardzo dobry - polecam. Cena mogłaby być niższa,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Pod każdym względem jest bardzo dobry telefon.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Bdb. telefon nie składany w Chinach tylko w USA,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Dokładny opis, produkt zgodny, szybka wysyłka.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Piękny wygląd, wspaniałe zdjęcia. Super sprzęt!",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.544,0.456,0.636,P
"Ładnie wykonany, prosta obsługa, funkcjonalny.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Trochę czasami nie łapie bocznych przycisków,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
tu nie ma co oceniać :-) jakość sama w sobie,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.796,0.204,0.3182,P
"Wspaniały produkt, spełnił moje oczekiwania.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Tele Kosmos , wielki minus za brak ładowarki",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"To iPhone, jedni kochają inni są w błędzie 😀",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.783,0.217,0.3612,P
dobry produkt troche drogi ale mysle ze warto,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Idealny dla młodej damy. Córka szczęśliwa :),Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.667,0.333,0.4588,P
Piękny telefon w klimacie pierwszych iPhone,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Super sprzęt,  szybka realizacja zamówienia",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.506,0.494,0.5994,P
Pierwszy iphone i nie ostatni ! Rewelacja ;),Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.762,0.238,0.2942,P
"Wygląd, funkcjonalność - resztę zobaczymy ;)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.725,0.275,0.2263,P
Rewelacyjna jakość jak na Apple przystało.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Dla mnie posiada wszystko czego oczekiwałam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Najlepszy telefon jaki do tej pory miałam.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jakość wykonania super system super aparat,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.339,0.661,0.8316,P
"Zawsze wybieram IPhoney, świetne telefony.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Telefon, który wciąż gdzieś jest na mojej wishliście",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super telefon. Tylko dlaczego taki drogi !,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.589,0.411,0.636,P
Wygląd i jakoś jak zawsze w iphonach super,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.642,0.358,0.5994,P
"Lekki i poręczny, soft działa bez zarzutu",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Zmieniłam z X i różnica jest kolosalna 👍,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Wszystko co powinien mieć telefon. Super.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.562,0.438,0.5994,P
"Świetny telefon, córka bardzo zadowolona.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Na razie, to dopiero początek uzytkowania",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Bateria dalej słaba ale jest dużo lepiej,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super sprzęt mały poręczny bardzo wydajny,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.562,0.438,0.5994,P
"Telefon cudo , zdjęcia robi przepiękne ;)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.759,0.241,0.2263,P
"Wzorowe wykonanie, idealnie leży w dłoni",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt w pełni spełnia moje oczekiwania.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jest piękny wizualnie i godny swojej ceny,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Świetny telefon, choć cena nieco zawyżona",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Co tutaj pisać, pierwsza liga po prostu.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.375,0.625,0.0,-0.5574,N
Daje radę :) i tak będzie przez kilka lat,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.727,0.273,0.4588,P
"Polecam, świetne zdjęcia w trybie nocnym",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super telefon ale ostrzegam ... ciężki 😜,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.698,0.302,0.5994,P
Idealny następca 5 oraz SE jeśli chodzi o wymiary,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Bardzo fajny, szybki, malutki smartfon.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Mój pierwszy iPhone, pełne zadowolenie.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Pierwszy taki telefon. Zadowolony w 100%,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Jakość wykonania 5+
Design 5+
Aparat 5+",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Telefon spełnił oczekiwania mojej córki.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Najwyższy poziom wykonania i materiałów.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Najlepszy telefon jaki dotychczas miałem,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"właściwa wielkość, trochę słaba bateria.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Telefon w sam raz, lubię małe telefony.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Wydajny telefon za dobrą cenę. Polecam!,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Doskonały telefon dla mniejszych dłoni,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt spełnia moje oczekiwania w 100%,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
genialnu produkt w fantastycznej cenie.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
mam go dopiero 1 dzień ale jest świetny,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jest po prostu piękny!!! i najlepszy!!!,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.488,0.512,0.0,-0.6973,N
Jeden z lepszych telefonów jaki miałem,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Solidny choć brak adaptera do ładowania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Dzięki! Jestem szczęśliwy i zadowolony!,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Telefon super jestem bardzo zadowolona,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.506,0.494,0.5994,P
"Zgrabny, śliczny, intuicyjna obsługa!",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Z telefonu jubilatka bardzo zadowolona,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"super wszystko, nowe, idealne, polecam",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.506,0.494,0.5994,P
Jestem zadowolona z telefonu. Polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Najlepszy telefon jaki miałem. Polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"super sprzęt, córka szaleje z radości.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.562,0.438,0.5994,P
Super telefon!!!  Jak zawsze od Apple.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.511,0.489,0.6981,P
Produkt w najwyższej dostepnej klasie!,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Bardzo funkcjonalny, zgrabny smartfon",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super! Bardzo szybka dostawa. Polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.488,0.512,0.636,P
Lekki w porównaniu z innymi modelami,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt najlepszy w swojej kategorii.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Najładniejszy i najlepszy iPhone ever,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Telefon spełnił oczekiwania, polecam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Jest fantastyczny , łatwy w obsłudze",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Najlepszy jaki miałam uwielbiam gooo,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Wygląd, funkcjonalnośc bardzo dobra.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Świetny telefon za taką cenę polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"zgrabny, elegancki, super wykonanie",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.435,0.565,0.5994,P
"Telefon super, przesyłka bez zarzutu",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.506,0.494,0.5994,P
Czytelny i bardzo wydajna bateria :),Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.625,0.375,0.4588,P
jestem bardzo zadowolony z telefonu.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Co tu dużo pisać klasa sama w sobie.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
